Gender,Count,Attribute_1,Attribute_2,Attribute_3,Buckets,Prompt_Preview
female,47,Arched_Eyebrows,Rosy_Cheeks,Wearing_Hat,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with arched eyebrows, rosy cheeks, and wearing a hat."
female,47,Big_Lips,Pale_Skin,Wearing_Hat,"['other', 'other', 'other']","A realistic portrait of a female, with full lips, pale skin, and wearing a hat."
female,47,Big_Lips,Wearing_Hat,Eyeglasses,"['other', 'other', 'other']","A realistic portrait of a female, with full lips, wearing a hat, and wearing eyeglasses."
male,48,Goatee,Double_Chin,Pointy_Nose,"['facial_hair', 'face_shape', 'nose']","A realistic portrait of a male, with a goatee, a double chin, and a pointy nose."
male,48,Sideburns,Double_Chin,Pointy_Nose,"['facial_hair', 'face_shape', 'nose']","A realistic portrait of a male, with sideburns, a double chin, and a pointy nose."
male,48,Receding_Hairline,Mouth_Slightly_Open,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, slightly parted lips, and rosy cheeks."
male,48,Gray_Hair,Arched_Eyebrows,Mouth_Slightly_Open,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with gray hair, arched eyebrows, and slightly parted lips."
male,48,Blond_Hair,High_Cheekbones,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with blond hair, high cheekbones, and bushy eyebrows."
male,48,Blond_Hair,Mouth_Slightly_Open,Pale_Skin,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, slightly parted lips, and pale skin."
male,48,Chubby,Attractive,Wearing_Necktie,"['face_shape', 'other', 'other']","A realistic portrait of a male, with chubby cheeks, an attractive look, and wearing a necktie."
female,48,Wearing_Earrings,Chubby,Eyeglasses,"['makeup_style', 'face_shape', 'other']","A realistic portrait of a female, with wearing earrings, chubby cheeks, and wearing eyeglasses."
female,48,Wavy_Hair,Blond_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with wavy hair, blond hair, and wearing a hat."
female,48,Receding_Hairline,Gray_Hair,Arched_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a female, with a receding hairline, gray hair, and arched eyebrows."
female,48,Receding_Hairline,Big_Lips,Eyeglasses,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, full lips, and wearing eyeglasses."
female,48,Brown_Hair,Double_Chin,Rosy_Cheeks,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with brown hair, a double chin, and rosy cheeks."
female,48,Gray_Hair,Arched_Eyebrows,Narrow_Eyes,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with gray hair, arched eyebrows, and narrow eyes."
female,48,Chubby,Bushy_Eyebrows,Young,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a female, with chubby cheeks, bushy eyebrows, and a youthful appearance."
male,49,5_o_Clock_Shadow,Gray_Hair,Oval_Face,"['facial_hair', 'hair_color', 'face_shape']","A realistic portrait of a male, with a five o'clock shadow, gray hair, and an oval face."
male,49,5_o_Clock_Shadow,Blond_Hair,Oval_Face,"['facial_hair', 'hair_color', 'face_shape']","A realistic portrait of a male, with a five o'clock shadow, blond hair, and an oval face."
male,49,5_o_Clock_Shadow,Blond_Hair,Wearing_Necktie,"['facial_hair', 'hair_color', 'other']","A realistic portrait of a male, with a five o'clock shadow, blond hair, and wearing a necktie."
male,49,Sideburns,Arched_Eyebrows,Wearing_Hat,"['facial_hair', 'eyebrows', 'other']","A realistic portrait of a male, with sideburns, arched eyebrows, and wearing a hat."
male,49,Sideburns,Big_Nose,Pale_Skin,"['facial_hair', 'nose', 'other']","A realistic portrait of a male, with sideburns, a prominent nose, and pale skin."
male,49,Mustache,Young,Pale_Skin,"['facial_hair', 'other', 'other']","A realistic portrait of a male, with a mustache, a youthful appearance, and pale skin."
male,49,Wavy_Hair,Bushy_Eyebrows,Rosy_Cheeks,"['hair_structure', 'eyebrows', 'other']","A realistic portrait of a male, with wavy hair, bushy eyebrows, and rosy cheeks."
male,49,Black_Hair,Oval_Face,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with black hair, an oval face, and wearing a hat."
male,49,Black_Hair,Smiling,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with black hair, a smile, and rosy cheeks."
male,49,Black_Hair,Bags_Under_Eyes,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with black hair, bags under the eyes, and wearing a hat."
female,49,Wearing_Necklace,Receding_Hairline,Bushy_Eyebrows,"['makeup_style', 'hair_structure', 'eyebrows']","A realistic portrait of a female, with wearing a necklace, a receding hairline, and bushy eyebrows."
female,49,Wavy_Hair,Double_Chin,Bushy_Eyebrows,"['hair_structure', 'face_shape', 'eyebrows']","A realistic portrait of a female, with wavy hair, a double chin, and bushy eyebrows."
female,49,Bangs,Blond_Hair,Double_Chin,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a female, with bangs, blond hair, and a double chin."
female,49,Bangs,Black_Hair,Double_Chin,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a female, with bangs, black hair, and a double chin."
female,49,Straight_Hair,Double_Chin,Big_Nose,"['hair_structure', 'face_shape', 'nose']","A realistic portrait of a female, with straight hair, a double chin, and a prominent nose."
female,49,Blond_Hair,Double_Chin,Narrow_Eyes,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, a double chin, and narrow eyes."
female,49,Blond_Hair,Rosy_Cheeks,Pale_Skin,"['hair_color', 'other', 'other']","A realistic portrait of a female, with blond hair, rosy cheeks, and pale skin."
female,49,Black_Hair,Chubby,Eyeglasses,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with black hair, chubby cheeks, and wearing eyeglasses."
female,49,Gray_Hair,Double_Chin,Arched_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with gray hair, a double chin, and arched eyebrows."
female,49,Oval_Face,Big_Nose,Wearing_Hat,"['face_shape', 'nose', 'other']","A realistic portrait of a female, with an oval face, a prominent nose, and wearing a hat."
female,49,Chubby,Big_Lips,Eyeglasses,"['face_shape', 'other', 'other']","A realistic portrait of a female, with chubby cheeks, full lips, and wearing eyeglasses."
female,49,Bushy_Eyebrows,Attractive,Wearing_Hat,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with bushy eyebrows, an attractive look, and wearing a hat."
female,49,Smiling,Pale_Skin,Wearing_Hat,"['other', 'other', 'other']","A realistic portrait of a female, with a smile, pale skin, and wearing a hat."
male,50,Sideburns,Blond_Hair,Young,"['facial_hair', 'hair_color', 'other']","A realistic portrait of a male, with sideburns, blond hair, and a youthful appearance."
male,50,Sideburns,Wearing_Necktie,Wearing_Hat,"['facial_hair', 'other', 'other']","A realistic portrait of a male, with sideburns, wearing a necktie, and wearing a hat."
male,50,Straight_Hair,Blond_Hair,Bushy_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with straight hair, blond hair, and bushy eyebrows."
male,50,Receding_Hairline,Chubby,Pale_Skin,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with a receding hairline, chubby cheeks, and pale skin."
male,50,Bangs,Chubby,Bags_Under_Eyes,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with bangs, chubby cheeks, and bags under the eyes."
male,50,Bald,Bushy_Eyebrows,Pointy_Nose,"['hair_structure', 'eyebrows', 'nose']","A realistic portrait of a male, with a bald head, bushy eyebrows, and a pointy nose."
male,50,Black_Hair,Attractive,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with black hair, an attractive look, and wearing a hat."
male,50,Brown_Hair,Young,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with brown hair, a youthful appearance, and wearing a hat."
male,50,Gray_Hair,Arched_Eyebrows,Wearing_Necktie,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with gray hair, arched eyebrows, and wearing a necktie."
male,50,Gray_Hair,Mouth_Slightly_Open,Attractive,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, slightly parted lips, and an attractive look."
male,50,Oval_Face,Young,Rosy_Cheeks,"['face_shape', 'other', 'other']","A realistic portrait of a male, with an oval face, a youthful appearance, and rosy cheeks."
male,50,Double_Chin,Attractive,Big_Lips,"['face_shape', 'other', 'other']","A realistic portrait of a male, with a double chin, an attractive look, and full lips."
female,50,Wearing_Earrings,Receding_Hairline,Eyeglasses,"['makeup_style', 'hair_structure', 'other']","A realistic portrait of a female, with wearing earrings, a receding hairline, and wearing eyeglasses."
female,50,Wearing_Earrings,Arched_Eyebrows,Eyeglasses,"['makeup_style', 'eyebrows', 'other']","A realistic portrait of a female, with wearing earrings, arched eyebrows, and wearing eyeglasses."
female,50,Chubby,Pointy_Nose,Young,"['face_shape', 'nose', 'other']","A realistic portrait of a female, with chubby cheeks, a pointy nose, and a youthful appearance."
male,51,5_o_Clock_Shadow,Blond_Hair,Narrow_Eyes,"['facial_hair', 'hair_color', 'other']","A realistic portrait of a male, with a five o'clock shadow, blond hair, and narrow eyes."
male,51,5_o_Clock_Shadow,Arched_Eyebrows,Pale_Skin,"['facial_hair', 'eyebrows', 'other']","A realistic portrait of a male, with a five o'clock shadow, arched eyebrows, and pale skin."
male,51,Goatee,Bangs,High_Cheekbones,"['facial_hair', 'hair_structure', 'face_shape']","A realistic portrait of a male, with a goatee, bangs, and high cheekbones."
male,51,Goatee,Bangs,Oval_Face,"['facial_hair', 'hair_structure', 'face_shape']","A realistic portrait of a male, with a goatee, bangs, and an oval face."
male,51,Wavy_Hair,Young,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with wavy hair, a youthful appearance, and rosy cheeks."
male,51,Wavy_Hair,Smiling,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with wavy hair, a smile, and wearing a hat."
male,51,Wavy_Hair,Narrow_Eyes,Pale_Skin,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with wavy hair, narrow eyes, and pale skin."
male,51,Receding_Hairline,Blond_Hair,Bags_Under_Eyes,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a receding hairline, blond hair, and bags under the eyes."
male,51,Bangs,Big_Nose,Wearing_Hat,"['hair_structure', 'nose', 'other']","A realistic portrait of a male, with bangs, a prominent nose, and wearing a hat."
male,51,Blond_Hair,Double_Chin,Mouth_Slightly_Open,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with blond hair, a double chin, and slightly parted lips."
male,51,Blond_Hair,Smiling,Eyeglasses,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, a smile, and wearing eyeglasses."
male,51,High_Cheekbones,Bushy_Eyebrows,Rosy_Cheeks,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a male, with high cheekbones, bushy eyebrows, and rosy cheeks."
male,51,Chubby,Attractive,Big_Lips,"['face_shape', 'other', 'other']","A realistic portrait of a male, with chubby cheeks, an attractive look, and full lips."
male,51,Pointy_Nose,Eyeglasses,Narrow_Eyes,"['nose', 'other', 'other']","A realistic portrait of a male, with a pointy nose, wearing eyeglasses, and narrow eyes."
male,51,Mouth_Slightly_Open,Attractive,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with slightly parted lips, an attractive look, and rosy cheeks."
female,51,Wearing_Necklace,Gray_Hair,Oval_Face,"['makeup_style', 'hair_color', 'face_shape']","A realistic portrait of a female, with wearing a necklace, gray hair, and an oval face."
female,51,Wearing_Necklace,Arched_Eyebrows,Eyeglasses,"['makeup_style', 'eyebrows', 'other']","A realistic portrait of a female, with wearing a necklace, arched eyebrows, and wearing eyeglasses."
female,51,Straight_Hair,Big_Nose,Pale_Skin,"['hair_structure', 'nose', 'other']","A realistic portrait of a female, with straight hair, a prominent nose, and pale skin."
female,51,Receding_Hairline,Big_Nose,Eyeglasses,"['hair_structure', 'nose', 'other']","A realistic portrait of a female, with a receding hairline, a prominent nose, and wearing eyeglasses."
female,51,Brown_Hair,Arched_Eyebrows,Wearing_Hat,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with brown hair, arched eyebrows, and wearing a hat."
female,51,Brown_Hair,Big_Nose,Eyeglasses,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with brown hair, a prominent nose, and wearing eyeglasses."
female,51,Blond_Hair,High_Cheekbones,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, high cheekbones, and wearing a hat."
female,51,Blond_Hair,Double_Chin,Rosy_Cheeks,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, a double chin, and rosy cheeks."
female,51,Blond_Hair,Pointy_Nose,Wearing_Hat,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with blond hair, a pointy nose, and wearing a hat."
female,51,Oval_Face,Arched_Eyebrows,Wearing_Hat,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a female, with an oval face, arched eyebrows, and wearing a hat."
male,52,Goatee,Big_Nose,Pale_Skin,"['facial_hair', 'nose', 'other']","A realistic portrait of a male, with a goatee, a prominent nose, and pale skin."
male,52,Straight_Hair,Blond_Hair,Big_Lips,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with straight hair, blond hair, and full lips."
male,52,Wavy_Hair,High_Cheekbones,Rosy_Cheeks,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with wavy hair, high cheekbones, and rosy cheeks."
male,52,Receding_Hairline,Gray_Hair,Young,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a receding hairline, gray hair, and a youthful appearance."
male,52,Receding_Hairline,Big_Nose,Rosy_Cheeks,"['hair_structure', 'nose', 'other']","A realistic portrait of a male, with a receding hairline, a prominent nose, and rosy cheeks."
male,52,Receding_Hairline,Smiling,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, a smile, and rosy cheeks."
male,52,Brown_Hair,Bags_Under_Eyes,Eyeglasses,"['hair_color', 'other', 'other']","A realistic portrait of a male, with brown hair, bags under the eyes, and wearing eyeglasses."
male,52,Gray_Hair,Big_Lips,Narrow_Eyes,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, full lips, and narrow eyes."
male,52,Oval_Face,Mouth_Slightly_Open,Rosy_Cheeks,"['face_shape', 'other', 'other']","A realistic portrait of a male, with an oval face, slightly parted lips, and rosy cheeks."
male,52,Chubby,Wearing_Necktie,Pale_Skin,"['face_shape', 'other', 'other']","A realistic portrait of a male, with chubby cheeks, wearing a necktie, and pale skin."
male,52,Double_Chin,Wearing_Necktie,Pale_Skin,"['face_shape', 'other', 'other']","A realistic portrait of a male, with a double chin, wearing a necktie, and pale skin."
male,52,Arched_Eyebrows,Pointy_Nose,Pale_Skin,"['eyebrows', 'nose', 'other']","A realistic portrait of a male, with arched eyebrows, a pointy nose, and pale skin."
female,52,Wearing_Earrings,Rosy_Cheeks,Pale_Skin,"['makeup_style', 'other', 'other']","A realistic portrait of a female, with wearing earrings, rosy cheeks, and pale skin."
female,52,Wearing_Necklace,Brown_Hair,Chubby,"['makeup_style', 'hair_color', 'face_shape']","A realistic portrait of a female, with wearing a necklace, brown hair, and chubby cheeks."
female,52,Wavy_Hair,Narrow_Eyes,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with wavy hair, narrow eyes, and wearing a hat."
female,52,Blond_Hair,Bushy_Eyebrows,Pale_Skin,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with blond hair, bushy eyebrows, and pale skin."
female,52,Black_Hair,Bags_Under_Eyes,Pale_Skin,"['hair_color', 'other', 'other']","A realistic portrait of a female, with black hair, bags under the eyes, and pale skin."
female,52,Gray_Hair,Big_Lips,Bags_Under_Eyes,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, full lips, and bags under the eyes."
female,52,Chubby,Bushy_Eyebrows,Mouth_Slightly_Open,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a female, with chubby cheeks, bushy eyebrows, and slightly parted lips."
female,52,Double_Chin,Pointy_Nose,Young,"['face_shape', 'nose', 'other']","A realistic portrait of a female, with a double chin, a pointy nose, and a youthful appearance."
male,53,Sideburns,Receding_Hairline,Brown_Hair,"['facial_hair', 'hair_structure', 'hair_color']","A realistic portrait of a male, with sideburns, a receding hairline, and brown hair."
male,53,Mustache,Bangs,Brown_Hair,"['facial_hair', 'hair_structure', 'hair_color']","A realistic portrait of a male, with a mustache, bangs, and brown hair."
male,53,Mustache,Bangs,Pointy_Nose,"['facial_hair', 'hair_structure', 'nose']","A realistic portrait of a male, with a mustache, bangs, and a pointy nose."
male,53,Receding_Hairline,Blond_Hair,High_Cheekbones,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with a receding hairline, blond hair, and high cheekbones."
male,53,Receding_Hairline,Mouth_Slightly_Open,Pale_Skin,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, slightly parted lips, and pale skin."
male,53,Bangs,Attractive,Eyeglasses,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with bangs, an attractive look, and wearing eyeglasses."
male,53,Brown_Hair,High_Cheekbones,Pale_Skin,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with brown hair, high cheekbones, and pale skin."
male,53,Brown_Hair,Oval_Face,Big_Lips,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with brown hair, an oval face, and full lips."
male,53,Brown_Hair,Chubby,Eyeglasses,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with brown hair, chubby cheeks, and wearing eyeglasses."
male,53,Gray_Hair,Young,Eyeglasses,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, a youthful appearance, and wearing eyeglasses."
male,53,Blond_Hair,Big_Lips,Narrow_Eyes,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, full lips, and narrow eyes."
male,53,Pointy_Nose,Wearing_Necktie,Wearing_Hat,"['nose', 'other', 'other']","A realistic portrait of a male, with a pointy nose, wearing a necktie, and wearing a hat."
female,53,Wearing_Earrings,Gray_Hair,Pale_Skin,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with wearing earrings, gray hair, and pale skin."
female,53,Wearing_Necklace,Chubby,Pointy_Nose,"['makeup_style', 'face_shape', 'nose']","A realistic portrait of a female, with wearing a necklace, chubby cheeks, and a pointy nose."
female,53,Wearing_Necklace,Double_Chin,Eyeglasses,"['makeup_style', 'face_shape', 'other']","A realistic portrait of a female, with wearing a necklace, a double chin, and wearing eyeglasses."
female,53,Wavy_Hair,Blond_Hair,Chubby,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a female, with wavy hair, blond hair, and chubby cheeks."
female,53,Straight_Hair,Gray_Hair,Mouth_Slightly_Open,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with straight hair, gray hair, and slightly parted lips."
female,53,Blond_Hair,Double_Chin,Bags_Under_Eyes,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, a double chin, and bags under the eyes."
female,53,Gray_Hair,Pointy_Nose,Big_Lips,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with gray hair, a pointy nose, and full lips."
female,53,Big_Nose,Bags_Under_Eyes,Eyeglasses,"['nose', 'other', 'other']","A realistic portrait of a female, with a prominent nose, bags under the eyes, and wearing eyeglasses."
male,54,Straight_Hair,Double_Chin,Attractive,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with straight hair, a double chin, and an attractive look."
male,54,Wavy_Hair,Gray_Hair,Bushy_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with wavy hair, gray hair, and bushy eyebrows."
male,54,Bangs,Blond_Hair,Oval_Face,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with bangs, blond hair, and an oval face."
male,54,Bangs,Oval_Face,Big_Lips,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with bangs, an oval face, and full lips."
male,54,Bangs,Pointy_Nose,Eyeglasses,"['hair_structure', 'nose', 'other']","A realistic portrait of a male, with bangs, a pointy nose, and wearing eyeglasses."
male,54,Bangs,Big_Lips,Eyeglasses,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with bangs, full lips, and wearing eyeglasses."
male,54,Gray_Hair,High_Cheekbones,Arched_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with gray hair, high cheekbones, and arched eyebrows."
male,54,Blond_Hair,Attractive,Wearing_Necktie,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, an attractive look, and wearing a necktie."
male,54,Blond_Hair,Attractive,Pale_Skin,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, an attractive look, and pale skin."
male,54,Double_Chin,Bags_Under_Eyes,Pale_Skin,"['face_shape', 'other', 'other']","A realistic portrait of a male, with a double chin, bags under the eyes, and pale skin."
male,54,Bushy_Eyebrows,Eyeglasses,Narrow_Eyes,"['eyebrows', 'other', 'other']","A realistic portrait of a male, with bushy eyebrows, wearing eyeglasses, and narrow eyes."
female,54,Wearing_Lipstick,Bushy_Eyebrows,Wearing_Hat,"['makeup_style', 'eyebrows', 'other']","A realistic portrait of a female, with wearing lipstick, bushy eyebrows, and wearing a hat."
female,54,Heavy_Makeup,Straight_Hair,Chubby,"['makeup_style', 'hair_structure', 'face_shape']","A realistic portrait of a female, with heavy makeup, straight hair, and chubby cheeks."
female,54,Bangs,Chubby,Bags_Under_Eyes,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with bangs, chubby cheeks, and bags under the eyes."
female,54,Straight_Hair,Chubby,Arched_Eyebrows,"['hair_structure', 'face_shape', 'eyebrows']","A realistic portrait of a female, with straight hair, chubby cheeks, and arched eyebrows."
female,54,Gray_Hair,Big_Nose,Narrow_Eyes,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with gray hair, a prominent nose, and narrow eyes."
female,54,Double_Chin,Bushy_Eyebrows,Big_Nose,"['face_shape', 'eyebrows', 'nose']","A realistic portrait of a female, with a double chin, bushy eyebrows, and a prominent nose."
female,54,Pointy_Nose,Rosy_Cheeks,Pale_Skin,"['nose', 'other', 'other']","A realistic portrait of a female, with a pointy nose, rosy cheeks, and pale skin."
male,55,Goatee,Attractive,Pale_Skin,"['facial_hair', 'other', 'other']","A realistic portrait of a male, with a goatee, an attractive look, and pale skin."
male,55,Straight_Hair,Gray_Hair,Young,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with straight hair, gray hair, and a youthful appearance."
male,55,Wavy_Hair,Blond_Hair,Narrow_Eyes,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with wavy hair, blond hair, and narrow eyes."
male,55,Bangs,Oval_Face,Eyeglasses,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with bangs, an oval face, and wearing eyeglasses."
male,55,Bald,High_Cheekbones,Attractive,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with a bald head, high cheekbones, and an attractive look."
male,55,Gray_Hair,Young,Bags_Under_Eyes,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, a youthful appearance, and bags under the eyes."
male,55,Pointy_Nose,Narrow_Eyes,Wearing_Hat,"['nose', 'other', 'other']","A realistic portrait of a male, with a pointy nose, narrow eyes, and wearing a hat."
female,55,Heavy_Makeup,Black_Hair,Eyeglasses,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with heavy makeup, black hair, and wearing eyeglasses."
female,55,Heavy_Makeup,Gray_Hair,Rosy_Cheeks,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with heavy makeup, gray hair, and rosy cheeks."
female,55,Wearing_Earrings,Double_Chin,Bushy_Eyebrows,"['makeup_style', 'face_shape', 'eyebrows']","A realistic portrait of a female, with wearing earrings, a double chin, and bushy eyebrows."
female,55,Wearing_Necklace,Gray_Hair,Rosy_Cheeks,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with wearing a necklace, gray hair, and rosy cheeks."
female,55,Bangs,Bushy_Eyebrows,Pale_Skin,"['hair_structure', 'eyebrows', 'other']","A realistic portrait of a female, with bangs, bushy eyebrows, and pale skin."
female,55,Receding_Hairline,Oval_Face,Pale_Skin,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, an oval face, and pale skin."
female,55,Blond_Hair,Double_Chin,Big_Lips,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, a double chin, and full lips."
female,55,Black_Hair,Pointy_Nose,Eyeglasses,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with black hair, a pointy nose, and wearing eyeglasses."
female,55,Gray_Hair,Oval_Face,Young,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, an oval face, and a youthful appearance."
female,55,Big_Nose,Attractive,Eyeglasses,"['nose', 'other', 'other']","A realistic portrait of a female, with a prominent nose, an attractive look, and wearing eyeglasses."
female,55,Big_Nose,Narrow_Eyes,Pale_Skin,"['nose', 'other', 'other']","A realistic portrait of a female, with a prominent nose, narrow eyes, and pale skin."
male,56,5_o_Clock_Shadow,Brown_Hair,Chubby,"['facial_hair', 'hair_color', 'face_shape']","A realistic portrait of a male, with a five o'clock shadow, brown hair, and chubby cheeks."
male,56,Goatee,Straight_Hair,Gray_Hair,"['facial_hair', 'hair_structure', 'hair_color']","A realistic portrait of a male, with a goatee, straight hair, and gray hair."
male,56,Mustache,Brown_Hair,Eyeglasses,"['facial_hair', 'hair_color', 'other']","A realistic portrait of a male, with a mustache, brown hair, and wearing eyeglasses."
male,56,Straight_Hair,Chubby,Arched_Eyebrows,"['hair_structure', 'face_shape', 'eyebrows']","A realistic portrait of a male, with straight hair, chubby cheeks, and arched eyebrows."
male,56,Bangs,Oval_Face,Pale_Skin,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with bangs, an oval face, and pale skin."
male,56,Black_Hair,Young,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with black hair, a youthful appearance, and rosy cheeks."
male,56,Gray_Hair,High_Cheekbones,Rosy_Cheeks,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with gray hair, high cheekbones, and rosy cheeks."
male,56,Gray_Hair,Bushy_Eyebrows,Eyeglasses,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with gray hair, bushy eyebrows, and wearing eyeglasses."
male,56,Gray_Hair,Smiling,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, a smile, and rosy cheeks."
female,56,Wearing_Earrings,Narrow_Eyes,Wearing_Hat,"['makeup_style', 'other', 'other']","A realistic portrait of a female, with wearing earrings, narrow eyes, and wearing a hat."
female,56,Wearing_Necklace,Receding_Hairline,Gray_Hair,"['makeup_style', 'hair_structure', 'hair_color']","A realistic portrait of a female, with wearing a necklace, a receding hairline, and gray hair."
female,56,Receding_Hairline,Double_Chin,Narrow_Eyes,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, a double chin, and narrow eyes."
female,56,Blond_Hair,Chubby,Mouth_Slightly_Open,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, chubby cheeks, and slightly parted lips."
female,56,Gray_Hair,Oval_Face,Arched_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with gray hair, an oval face, and arched eyebrows."
female,56,Gray_Hair,Oval_Face,Attractive,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, an oval face, and an attractive look."
female,56,Gray_Hair,Arched_Eyebrows,Attractive,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with gray hair, arched eyebrows, and an attractive look."
